ID,Source,Sample,Scan  #,Side,Treatment,Region,Sq,Ssk,Sku,Sp,Sv,Sz,Sa,Area size,Analyst
436,E3,E3.1.1B.2,8,Ventral,Heated,South Africa,74.76,-0.32,2.75,194.02,228.97,422.99,60.36,47835321.02,MM
437,E3,E3.1.1B.2,9,Ventral,Heated,South Africa,59,-0.67,2.74,120.62,205.27,325.89,48.07,44952253.17,MM
438,E3,E3.1.1B.28,1,Dorsal,Heated,South Africa,67.46,-0.17,3.24,179.31,293.35,472.66,52.82,39815247.57,MM
439,E3,E3.1.1B.28,2,Dorsal,Heated,South Africa,68.04,-0.99,3.72,120.1,248.86,368.96,53.62,45462250.79,MM
440,E3,E3.1.1B.28,3,Dorsal,Heated,South Africa,65.68,-0.56,3.82,164.14,323.15,487.29,51.76,45951308.12,MM
441,D9,D9.1.12B.47,1,Dorsal,Heated,South Africa,77.21,-0.27,3.01,238.52,238.88,477.4,61.21,52666380.26,MM
442,D9,D9.1.12B.47,2,Dorsal,Heated,South Africa,76.26,-0.3,3.53,202.16,246.89,449.05,56.67,48530622.74,MM
443,D9,D9.1.12B.47,3,Dorsal,Heated,South Africa,67.25,0.24,2.86,207.87,185.56,393.43,55.34,48322683.39,MM
444,D9,D9.1.12B.47,4,Dorsal,Heated,South Africa,49.3,0.42,2.99,365.64,219.73,585.37,40.19,46260792.26,MM
445,D9,D9.1.12B.47,5,Ventral,Heated,South Africa,58.81,-0.12,3.38,274.08,164.23,438.31,46.42,45596872.52,MM
446,D9,D9.1.12B.47,6,Ventral,Heated,South Africa,46.92,0.02,2.69,175.08,182.42,357.5,38.14,48548309.25,MM
447,D9,D9.1.12B.47,7,Ventral,Heated,South Africa,71.96,-0.65,3.14,200.08,287.36,487.44,56.89,45786572.65,MM
448,D9,D9.1.12B.47,8,Ventral,Heated,South Africa,83.33,-0.13,2.84,266.55,292.88,559.43,67.08,44536848.61,MM
449,D9,D9.1.12B.47,9,Ventral,Heated,South Africa,59.76,-1.09,4.15,141.86,241.77,383.63,45.4,39367228.47,MM
450,D9,D9.1.12B.37,1,Dorsal,Heated,South Africa,75.31,0.46,2.56,247.55,305.59,553.14,62.44,46344864.6,
451,D9,D9.1.12B.37,2,Dorsal,Heated,South Africa,71.23,0.47,2.89,271.26,319.56,590.82,58.88,48000825.72,MM
452,D9,D9.1.12B.37,3,Dorsal,Heated,South Africa,68.25,0.62,3.91,258.29,297.12,555.41,52.21,47745977.95,MM
453,D9,D9.1.12B.37,4,Dorsal,Heated,South Africa,151.98,-0.32,3.25,439.11,593.17,1032.28,117.73,49865862.5,MM
454,D9,D9.1.12B.37,5,Ventral,Heated,South Africa,51.52,-0.62,4.23,148.46,242.17,390.63,37.99,48041115.99,MM
455,D9,D9.1.12B.37,6,Ventral,Heated,South Africa,59.72,0.12,3.36,200.85,338.27,539.12,47.42,45950217.11,MM
456,D9,D9.1.12B.37,7,Ventral,Heated,South Africa,82.72,-0.41,2.93,197.75,285.18,482.93,65.25,46271700.19,MM
457,D9,D9.1.12B.37,8,Ventral,Heated,South Africa,68.93,0.25,2.58,194.31,273.15,467.46,55.74,46921728.52,MM
458,D9,D9.1.12B.37,9,Ventral,Heated,South Africa,86.89,-0.59,3.04,177.77,378.74,556.51,70.54,46630090.86,MM
459,D9,D9.1.12B.41,1,Dorsal,Heated,South Africa,64.85,-0.25,3.85,227.16,310.31,537.47,48.16,48564331.99,MM
460,D9,D9.1.12B.41,2,Dorsal,Heated,South Africa,63.28,-0.42,3.03,133.98,249.75,383.73,50,46730619.57,MM
461,D9,D9.1.12B.41,3,Dorsal,Heated,South Africa,56.37,-0.46,2.55,147.84,174.57,322.41,46.49,49229221.62,MM
462,D9,D9.1.12B.41,4,Dorsal,Heated,South Africa,93.77,0.49,2.5,301.36,246.45,547.81,78.02,48366959.19,MM
463,D9,D9.1.12B.41,5,Ventral,Heated,South Africa,86.21,0.36,3.22,251.79,335.1,586.89,64.79,46217290.63,MM
464,D9,D9.1.12B.41,6,Ventral,Heated,South Africa,62.48,0.41,3.83,193.74,297.14,490.88,46.38,46813032.23,MM
465,D9,D9.1.12B.41,7,Ventral,Heated,South Africa,76.11,-0.59,3.31,161.64,327.16,488.8,59.89,46914052.22,MM
466,D9,D9.1.12B.41,8,Ventral,Heated,South Africa,93.73,-0.74,3.02,196.49,327.24,523.73,77.84,47021336.07,MM
467,D9,D9.1.12B.41,9,Ventral,Heated,South Africa,87.52,-0.72,3.37,220.8,349.85,570.65,67.55,47347977.61,MM
468,D9,D9.1.12B.32,1,Dorsal,Heated,South Africa,67.53,1.09,4.54,310.22,197.05,507.27,53.66,47294366.39,MM
469,D9,D9.1.12B.32,2,Dorsal,Heated,South Africa,71.4,0.08,3.8,211.1,298.07,509.17,52.15,45782505.51,MM
470,D9,D9.1.12B.32,3,Dorsal,Heated,South Africa,81.41,0.74,2.96,281.56,231.26,512.82,66.26,41153502.48,MM
471,D9,D9.1.12B.32,4,Ventral,Heated,South Africa,104.36,-0.66,3.43,237.89,318.85,556.74,79.86,47808263.75,MM
472,D9,D9.1.12B.32,5,Ventral,Heated,South Africa,99.67,-0.48,2.32,195.87,281.26,477.13,82.47,44123387.82,MM
473,D9,D9.1.12B.32,6,Ventral,Heated,South Africa,75.9,0.15,2.61,200.82,227.97,428.79,62.02,42820585.67,MM
474,D9,D9.1.12B.32,7,Ventral,Heated,South Africa,39.45,0.09,3.07,209.26,219.83,429.09,31.07,47180597.44,MM
475,D9,D9.1.12B.25,1,Dorsal,Heated,South Africa,68.23,0.14,3.94,240.35,393.27,633.62,50.34,47399865.85,MM
476,D9,D9.1.12B.25,2,Dorsal,Heated,South Africa,58.44,-0.89,4.26,140.74,212.81,353.55,42.45,32247012.32,MM
477,D9,D9.1.12B.25,3,Dorsal,Heated,South Africa,38.85,0.11,2.94,145.35,173.87,319.22,31.1,47545890.52,MM
478,D9,D9.1.12B.25,4,Dorsal,Heated,South Africa,50.91,-0.23,3.24,141.48,193.31,334.79,39.79,48629039.87,MM
479,D9,D9.1.12B.25,5,Dorsal,Heated,South Africa,50.44,0.24,3.4,239.66,184.19,423.85,39.55,49840406.01,MM
480,D9,D9.1.12B.25,6,Ventral,Heated,South Africa,71.03,0.42,2.82,216.92,227.48,444.4,55.51,45389601.08,MM
481,D9,D9.1.12B.25,7,Ventral,Heated,South Africa,42.82,-0.97,4.75,155.12,298.54,453.66,32.93,47867967.64,MM
482,D9,D9.1.12B.25,8,Ventral,Heated,South Africa,65.16,0.1,2.65,178.6,225.4,404,53.83,45074278.67,MM
483,D9,D9.1.12B.25,9,Ventral,Heated,South Africa,66.82,0.91,3.91,199.64,506.86,706.5,50.06,42145618.2,MM
484,D9,D9.1.12B.25,10,Ventral,Heated,South Africa,65.04,0.24,3.87,215.79,176.83,392.62,48.44,42842213.6,MM
485,D9,D9.1.12B.14,1,Dorsal,Heated,South Africa,79.67,-0.24,2.87,225.3,344.55,569.85,63.11,49666871.22,MM
486,D9,D9.1.12B.14,2,Dorsal,Heated,South Africa,100.78,0.28,2.52,342.83,310.39,653.22,80.82,51661047.49,MM
487,D9,D9.1.12B.14,3,Ventral,Heated,South Africa,41.21,-0.42,4.32,164.8,196.74,361.54,30.95,48565802.82,MM
488,D9,D9.1.12B.14,4,Ventral,Heated,South Africa,47.46,-1.15,4.32,120.74,177.96,298.7,36.23,48418542.91,MM
489,D9,D9.1.12B.14,5,Ventral,Heated,South Africa,50.74,-0.65,3.41,112.61,228.76,341.37,40.09,48399076.11,MM
490,D9,D9.1.12B.27a,1,Dorsal,Heated,South Africa,67.41,0.04,3,233.34,246.08,479.42,53.94,47904607.05,MM
491,D9,D9.1.12B.27a,2,Dorsal,Heated,South Africa,73.56,0.14,6.15,342.88,478.59,821.47,55.59,52448785.07,MM
492,D9,D9.1.12B.27a,3,Dorsal,Heated,South Africa,51.44,-0.43,3.36,150.93,236.56,387.49,40.45,53020384.42,MM
493,D9,D9.1.12B.27a,4,Ventral,Heated,South Africa,62.86,0.02,3.16,197.14,249.76,446.9,49.46,105268554.1,MM
494,D9,D9.1.12B.27a,5,Ventral,Heated,South Africa,82.9,-0.07,2.33,200.72,242.4,443.12,68.56,108697580,MM
495,D9,D9.1.12B.27a,6,Ventral,Heated,South Africa,81.18,-0.13,3.42,257.49,329.11,586.6,64.61,108730748.1,MM
496,D9,D9.1.12B.27a,7,Ventral,Heated,South Africa,79.33,0.53,3.56,314.57,373,687.57,61.87,52815242.66,MM
497,D9,D9.1.12B.45,1,Dorsal,Heated,South Africa,85.72,-0.25,2.77,221.85,354.52,576.37,66.78,32237665.49,JM
498,D9,D9.1.12B.45,2,Dorsal,Heated,South Africa,119.65,-0.93,3.07,166.9,440.65,607.55,98.2,45828262.19,JM
499,D9,D9.1.12B.45,3,Dorsal,Heated,South Africa,117.7,0.79,3,439.54,248.93,688.47,97.08,46304260.09,JM
500,D9,D9.1.12B.45,4,Dorsal,Heated,South Africa,84.89,-0.17,2.24,219.14,246.04,465.18,71.36,47384973.68,JM
501,D9,D9.1.12B.45,5,Dorsal,Heated,South Africa,94.68,1.27,4.25,413.06,215.96,629.02,74.03,46550641.67,JM
502,D9,D9.1.12B.45,6,Ventral,Heated,South Africa,132.2,-0.38,3.72,397.79,463.35,861.14,98.34,45567737.41,JM
503,D9,D9.1.12B.45,7,Ventral,Heated,South Africa,76.98,-0.79,2.99,129.94,263,392.94,61.72,45996270.66,JM
504,D9,D9.1.12B.45,8,Ventral,Heated,South Africa,100.71,-0.55,3.04,228,358.13,586.13,78.04,46326728.87,JM
505,D9,D9.1.12B.45,9,Ventral,Heated,South Africa,100.71,-0.4,2.18,171.82,280.62,452.44,85.98,45128825.52,JM
506,D9,D9.1.12B.22,1,Dorsal,Heated,South Africa,115.68,-0.91,4,292.03,485.49,777.52,88.89,43942221.99,JM
507,D9,D9.1.12B.22,2,Dorsal,Heated,South Africa,69.35,0.6,3.19,260.02,164.23,424.25,56.22,45935472.73,JM
508,D9,D9.1.12B.22,3,Dorsal,Heated,South Africa,108.93,0.39,2.42,256.42,282.85,539.27,87.97,45968205.35,JM
509,D9,D9.1.12B.22,4,Dorsal,Heated,South Africa,61.49,-0.08,2.96,172.41,197.68,370.09,47.87,46413074.21,JM
510,D9,D9.1.12B.22,5,Ventral,Heated,South Africa,76.45,-0.65,2.73,155.74,258.61,414.35,62.68,45158180.48,JM
511,D9,D9.1.12B.22,6,Ventral,Heated,South Africa,59.96,-0.25,2.95,156.9,280.44,437.34,47.51,44223059.27,JM
512,D9,D9.1.12B.22,7,Ventral,Heated,South Africa,50.9,0.08,3.12,233.87,227.58,461.45,39.3,45728759.79,JM
513,D9,D9.1.12B.22,8,Ventral,Heated,South Africa,51.44,-1.1,3.37,95.46,184.66,280.12,40.57,45698852.12,JM
514,D9,D9.1.12B.20,1,Dorsal,Heated,South Africa,61.07,-0.38,2.59,149.69,249.46,399.15,50.76,45802412.05,JM
515,D9,D9.1.12B.20,2,Dorsal,Heated,South Africa,64.79,0.53,4.38,250.58,288.36,538.94,48.47,46594072.02,JM
516,D9,D9.1.12B.20,3,Dorsal,Heated,South Africa,115.47,-0.58,3.35,248.68,458.27,706.95,88.39,45868926.22,JM
517,D9,D9.1.12B.20,4,Dorsal,Heated,South Africa,42.65,-0.09,2.56,125.77,184.05,309.82,35.48,46339623.05,JM
518,D9,D9.1.12B.20,5,Dorsal,Heated,South Africa,47.28,-0.69,5.05,156.22,361.17,517.39,36.35,46331086.14,JM
519,D9,D9.1.12B.20,6,Ventral,Heated,South Africa,41.96,0.15,2.61,118.15,166.06,284.21,34.15,46000419.16,JM
520,D9,D9.1.12B.20,7,Ventral,Heated,South Africa,55.72,0.75,3.77,221.95,197.06,419.01,42.98,46088859.07,JM
521,D9,D9.1.12B.20,8,Ventral,Heated,South Africa,84.34,-0.9,4.31,307.76,375.99,683.75,65.44,45877585.97,JM
522,D9,D9.1.12B.20,9,Ventral,Heated,South Africa,80.03,-1.59,6.48,138.9,484.52,623.42,59.79,44431839.2,JM
523,D9,D9.1.12B.29,1,Dorsal,Heated,South Africa,61.99,-0.75,3,191.66,238.13,429.79,50.1,43084911.75,JM
524,D9,D9.1.12B.29,2,Dorsal,Heated,South Africa,85.48,0.15,3.03,304.59,245.48,550.07,68.54,41362237.54,JM
525,D9,D9.1.12B.29,3,Dorsal,Heated,South Africa,62.69,-0.2,4.76,205.44,432.46,637.9,49.42,33017072.78,JM
526,D9,D9.1.12B.29,4,Dorsal,Heated,South Africa,64.56,0.38,2.85,189.49,169.24,358.73,52.23,46625087.4,JM
527,D9,D9.1.12B.29,5,Dorsal,Heated,South Africa,92.13,-1.21,6.38,236.24,537.45,773.69,65.2,45872795.47,JM
528,D9,D9.1.12B.29,6,Ventral,Heated,South Africa,55.71,-0.12,2.73,180.87,223.45,404.32,44.78,45976528.11,JM
529,D9,D9.1.12B.29,7,Ventral,Heated,South Africa,80.78,-0.7,3.63,198.46,357.79,556.25,63.35,45466770.33,JM
530,D9,D9.1.12B.29,8,Ventral,Heated,South Africa,71.67,-0.82,3.87,174.43,264.64,439.07,54.63,45762675.51,JM
531,D9,D9.1.12B.29,9,Ventral,Heated,South Africa,51.12,-0.53,3.18,117.18,247.79,364.97,41.1,46219615.01,JM
532,D9,D9.1.12B.29,10,Ventral,Heated,South Africa,69.16,-0.63,2.66,139.59,271.63,411.22,57.99,46092052.73,JM
533,D9,D9.1.12B.19,1,Dorsal,Heated,South Africa,69.78,0.49,3.29,225.63,313.11,538.74,55.17,46255346.5,JM
534,D9,D9.1.12B.19,2,Dorsal,Heated,South Africa,77.5,-0.62,3.61,211.99,277.7,489.69,56.61,46575843.48,JM
535,D9,D9.1.12B.19,3,Dorsal,Heated,South Africa,77.59,-0.72,5.14,204.56,407.45,612.01,58.28,46648061.23,JM
536,D9,D9.1.12B.19,4,Dorsal,Heated,South Africa,84.16,-1.67,6.26,176.93,387.65,564.58,59.26,45550609.34,JM
537,D9,D9.1.12B.19,5,Dorsal,Heated,South Africa,63.43,-0.68,3.76,167.35,301.75,469.1,50.86,45850963.95,JM
538,D9,D9.1.12B.19,6,Ventral,Heated,South Africa,77.01,-0.31,2.6,378.62,236.78,615.4,63.31,38402525.85,JM
539,D9,D9.1.12B.19,7,Ventral,Heated,South Africa,77.57,0.16,2.33,187.2,271.28,458.48,64.92,44960585.4,JM
540,D9,D9.1.12B.19,8,Ventral,Heated,South Africa,59.33,-0.4,2.67,153.52,272.26,425.78,49.4,46255776.37,JM
541,D9,D9.1.12B.19,9,Ventral,Heated,South Africa,55.33,-1.03,3.83,130.88,205.39,336.27,43.16,46454866.46,JM
542,D9,D9.1.12B.19,10,Ventral,Heated,South Africa,70.26,0.27,2.33,180.25,236.81,417.06,58.15,45701922.72,JM
543,D9,D9.1.12B.8,1,Dorsal,Heated,South Africa,38.75,0.31,3.16,122.87,126.47,249.34,31.05,45945166.35,JM
544,D9,D9.1.12B.8,2,Dorsal,Heated,South Africa,31.35,-0.39,2.58,82.02,106.07,188.09,26.05,45855446.85,JM
545,D9,D9.1.12B.8,3,Dorsal,Heated,South Africa,41.88,-1.65,8.85,152.39,263.52,415.91,29.4,45265791.37,JM
546,D9,D9.1.12B.8,4,Ventral,Heated,South Africa,55.57,0.66,3.64,232.53,188.82,421.35,43.78,45040847.82,JM
547,D9,D9.1.12B.8,5,Ventral,Heated,South Africa,74.96,-0.96,4.6,181.78,386.22,568,57.88,45414525.55,JM
548,D9,D9.1.12B.8,6,Ventral,Heated,South Africa,49.84,0.87,4.73,227.78,235.57,463.35,37.6,45803862.74,JM
549,D9,D9.1.12B.8,7,Ventral,Heated,South Africa,48.39,0.76,6.19,231.34,151.55,382.89,34.18,43891504.77,JM
550,D9,D9.1.12B.8,8,Ventral,Heated,South Africa,78.82,1.14,4.63,354.05,233.23,587.28,58.56,46001233.37,JM
551,D9,D9.1.12B.18,1,Dorsal,Heated,South Africa,70.87,0.6,3.32,232.78,235.67,468.45,55.51,45541061.02,JM
552,D9,D9.1.12B.18,2,Dorsal,Heated,South Africa,50.38,0.76,3.48,182.37,178.08,360.45,39.69,46408258.28,JM
553,D9,D9.1.12B.18,3,Dorsal,Heated,South Africa,70.34,-0.47,2.55,175.3,215.07,390.37,58.12,45717264.2,JM
554,D9,D9.1.12B.18,4,Dorsal,Heated,South Africa,47.02,0.52,3.64,206.33,208.53,414.86,36.52,45697181.09,JM
555,D9,D9.1.12B.18,5,Dorsal,Heated,South Africa,38.6,-0.59,3.46,102.72,198.11,300.83,29.35,45846729.63,JM
556,D9,D9.1.12B.18,6,Ventral,Heated,South Africa,65.94,-1.21,4.43,147.84,301.25,449.09,49.94,45533813.9,JM
557,D9,D9.1.12B.18,7,Ventral,Heated,South Africa,53.79,-0.32,3.21,141.53,295.35,436.88,43.85,45770389.25,JM
558,D9,D9.1.12B.18,8,Ventral,Heated,South Africa,51.11,-0.32,2.89,123.74,199.37,323.11,40.99,45984179.17,JM
559,D9,D9.1.12B.18,9,Ventral,Heated,South Africa,71.83,0.37,3.17,255.96,264.95,520.91,57.35,45854836.57,JM
560,D9,D9.1.12B.18,10,Ventral,Heated,South Africa,47.05,-0.04,2.67,137.92,209.9,347.82,38.67,45695461.44,JM
561,D9,D9.1.12B.9,1,Dorsal,Heated,South Africa,69.82,-0.29,3.07,188.67,247.29,435.96,56.38,45862329.35,JM
562,D9,D9.1.12B.9,2,Dorsal,Heated,South Africa,62.34,-0.74,3.31,189.05,269.93,458.98,49.37,46023055.65,JM
563,D9,D9.1.12B.9,3,Dorsal,Heated,South Africa,56.83,-0.02,2.33,146.91,145.86,292.77,46.75,45840342.34,JM
564,D9,D9.1.12B.9,4,Dorsal,Heated,South Africa,63.38,0.16,3.03,207.71,191.58,399.29,51.3,45579077.67,JM
565,D9,D9.1.12B.9,5,Ventral,Heated,South Africa,57.63,-0.54,3.36,169.53,217.38,386.91,45.18,46556517.08,JM
566,D9,D9.1.12B.9,6,Ventral,Heated,South Africa,56.44,-0.24,3.4,221.33,263.73,485.06,44.58,45548492.38,JM
567,D9,D9.1.12B.9,7,Ventral,Heated,South Africa,40.81,-0.94,3.79,96.79,176.13,272.92,32.45,46040620.69,JM
568,D9,D9.1.12B.9,8,Ventral,Heated,South Africa,67.19,1.11,3.73,206.32,172.61,378.93,51.82,45607943.3,JM
569,D9,D9.1.12B.27b,1,Dorsal,Heated,South Africa,77.21,-0.31,4.83,344.1,316.35,660.45,54.71,105562920.7,MM
570,D9,D9.1.12B.27b,2,Dorsal,Heated,South Africa,72.38,0.07,3.92,304.68,300.66,605.34,53.95,44843963.86,MM
571,D9,D9.1.12B.27b,3,Dorsal,Heated,South Africa,59.76,-0.14,2.31,252.33,165.6,417.93,49.12,56227742.46,MM
572,D9,D9.1.12B.27b,4,Ventral,Heated,South Africa,92.15,-0.64,3.92,341.99,314.22,656.21,70.45,97052651.26,MM
573,D9,D9.1.12B.27b,5,Ventral,Heated,South Africa,85.41,-0.59,3.02,199.64,313.48,513.12,69.55,109829002.4,MM
574,D9,D9.1.12B.27b,6,Ventral,Heated,South Africa,80.88,0.48,2.3,229.07,346.08,575.15,68.62,108159085.3,MM
575,D9,D9.1.12B.27b,7,Ventral,Heated,South Africa,83.49,0.24,2.27,250.4,240.68,491.08,70.29,95045987.14,MM
576,D9,D9.1.12B.27b,8,Ventral,Heated,South Africa,76.58,-0.47,2.69,206.32,320.41,526.73,63.95,103254213.4,MM
577,D9,D9.1.10A.28,1,Dorsal,Unheated,South Africa,113.17,0.28,3.26,401.48,453.75,855.23,89.1,47779228.14,MM
578,D9,D9.1.10A.28,2,Dorsal,Unheated,South Africa,174.82,0.46,3.06,690.52,605.47,1295.99,143.45,70202506.6,MM
579,D9,D9.1.10A.28,3,Dorsal,Unheated,South Africa,155.13,0.49,2.5,644.42,343.05,987.47,127.88,74441344.11,MM
580,D9,D9.1.10A.28,4,Ventral,Unheated,South Africa,53.43,0.05,2.62,208.33,195.18,403.51,43.77,47188235.19,MM
581,D9,D9.1.10A.28,5,Ventral,Unheated,South Africa,54.25,0.24,2.91,174.07,192.78,366.85,43.28,47375242.73,MM
582,D9,D9.1.10A.28,6,Ventral,Unheated,South Africa,72.79,-0.2,3.89,234.37,350.35,584.72,55.91,46753910.96,MM
583,D9,D9.1.10A.28,7,Ventral,Unheated,South Africa,84.37,-0.44,2.54,251.28,243.63,494.91,69.3,43438507.35,MM
584,D9,D9.1.10A.28,8,Ventral,Unheated,South Africa,77.2,-0.05,2.52,202.1,348.27,550.37,62.95,42297263.56,
585,D9,D9.1.10A.6b,1,Dorsal,Unheated,South Africa,143,0.26,2.45,413.03,461.4,874.43,119.67,48308538.91,MM
586,D9,D9.1.10A.6b,2,Dorsal,Unheated,South Africa,179.67,1.2,4.42,724.66,1013.57,1738.23,135.85,46082063.3,MM
587,D9,D9.1.10A.6b,3,Dorsal,Unheated,South Africa,155.59,-0.17,2.15,328.06,480.9,808.96,130.48,25185853.86,MM
588,D9,D9.1.10A.6b,4,Ventral,Unheated,South Africa,81.66,0.1,3.03,231.8,420.85,652.65,63.74,45492709.33,MM
589,D9,D9.1.10A.6b,5,Ventral,Unheated,South Africa,99.38,-0.41,3.68,285.68,484.27,769.95,75.16,46917390.86,MM
590,D9,D9.1.10A.6b,6,Ventral,Unheated,South Africa,93.6,-0.27,2.41,235.1,380.06,615.16,77.91,42323058.55,MM
591,D9,D9.1.10A.6a,1,Dorsal,Unheated,South Africa,100.56,0.34,2.33,274.53,259.69,534.22,84.57,43135354.88,MM
592,D9,D9.1.10A.6a,2,Dorsal,Unheated,South Africa,104.77,0.2,3,322.93,330.26,653.19,81.44,44048251.64,MM
593,D9,D9.1.10A.6a,3,Dorsal,Unheated,South Africa,69.38,0.04,2.75,219.23,200.79,420.02,55.62,47393615.4,MM
594,D9,D9.1.10A.6a,4,Dorsal,Unheated,South Africa,76.5,-0.07,2.82,228.71,485.85,714.56,62.13,40887813.36,MM
595,D9,D9.1.10A.6a,5,Ventral,Unheated,South Africa,87.97,-0.75,3.43,215.7,412.69,628.39,69.75,39587377.66,MM
596,D9,D9.1.10A.6a,6,Ventral,Unheated,South Africa,85.25,0.05,2.73,297.56,248.1,545.66,68.87,46693404.42,MM
597,D9,D9.1.10A.6a,7,Ventral,Unheated,South Africa,121.17,-0.52,3.08,265.94,485.2,751.13,98.87,43531000.8,MM
598,D9,D9.1.10A.7,1,Dorsal ,Unheated,South Africa,95.87,0.16,2.27,249.36,450.37,699.73,83.17,28582782.13,MM
599,D9,D9.1.10A.7,2,Dorsal ,Unheated,South Africa,119.89,0.39,3.82,453.9,1108.43,1562.33,94.16,62363678.65,MM
600,D9,D9.1.10A.7,3,Dorsal ,Unheated,South Africa,87.73,0.29,3.49,294.59,485.31,779.9,66.37,47394774.6,MM
601,D9,D9.1.10A.7,4,Dorsal ,Unheated,South Africa,109.78,-0.57,2.91,246.1,399.1,645.2,87.92,43725531.84,MM
602,D9,D9.1.10A.7,5,Ventral,Unheated,South Africa,115.49,-0.55,2.44,220.16,396,616.16,96.44,45140921.73,MM
603,D9,D9.1.10A.7,6,Ventral,Unheated,South Africa,89.05,-0.48,3.25,229.41,435.96,665.37,71.42,48992300.22,MM
604,D9,D9.1.10A.7,7,Ventral,Unheated,South Africa,107.11,-0.35,3.84,335.23,638.87,974.1,83.51,37370002.01,MM
605,D9,D9.1.10A.7,8,Ventral,Unheated,South Africa,88.86,0.06,3,225.18,508.78,733.96,72.95,43217873.02,MM
606,D9,D9.1.10A.11,1,Dorsal,Unheated,South Africa,59.58,-0.24,4.91,204.4,357.03,561.43,45.07,28620705.61,MM
607,D9,D9.1.10A.11,2,Dorsal,Unheated,South Africa,101.67,0.01,2.73,302.07,569.08,871.15,86.06,37835469.91,MM
608,D9,D9.1.10A.11,3,Dorsal,Unheated,South Africa,72.77,0.86,3.81,319.54,186.38,505.92,56.69,47565211.78,MM
609,D9,D9.1.10A.11,4,Dorsal,Unheated,South Africa,105,1.24,5.04,599.77,363.48,963.25,77.68,45027165.08,MM
610,D9,D9.1.10A.11,5,Dorsal,Unheated,South Africa,95.48,-0.3,3.14,264.67,366.01,630.68,74.48,47390523.43,MM
611,D9,D9.1.10A.11,6,Ventral,Unheated,South Africa,80.95,0.27,2.9,234.35,217.46,451.81,63.44,47367067.91,MM
612,D9,D9.1.10A.11,7,Ventral,Unheated,South Africa,91.45,0.75,5.06,373,309.99,682.99,66.79,47359883.89,MM
613,D9,D9.1.10A.11,8,Ventral,Unheated,South Africa,69.67,-0.91,5.1,209.03,535.18,744.21,50.98,45225677.36,MM
614,D9,D9.1.10A.11,9,Ventral,Unheated,South Africa,54.65,0.22,2.79,186.99,307.86,494.85,43.78,48015869.88,MM
615,D9,D9.1.10A.11,10,Ventral,Unheated,South Africa,100.63,0.35,4.03,404.72,482.71,887.43,77.21,46554411.58,MM
616,D9,D9.1.10A.1,1,Dorsal,Unheated,South Africa,96.42,0.15,2.92,356.59,295.45,652.04,76.45,61746235.09,MM
617,D9,D9.1.10A.1,2,Dorsal,Unheated,South Africa,89.35,-0.79,3.78,374.04,392.75,766.79,67.78,76843243.53,MM
618,D9,D9.1.10A.1,3,Dorsal,Unheated,South Africa,99.23,0.01,3.41,493.02,334.33,827.35,76.38,70660310.52,MM
619,D9,D9.1.10A.1,4,Dorsal,Unheated,South Africa,89.93,0.12,2.62,261.57,336.3,597.87,74.41,46630617.8,MM
620,D9,D9.1.10A.1,5,Dorsal,Unheated,South Africa,190.79,-0.97,3.63,493.92,798.01,1291.93,146.79,59468461.1,MM
621,D9,D9.1.10A.1,6,Ventral,Unheated,South Africa,90.23,0.55,3.61,361.84,304.71,666.55,69.14,44246902.25,MM
622,D9,D9.1.10A.1,7,Ventral,Unheated,South Africa,98.81,-0.75,3.66,222.29,416.69,638.98,77.37,39762043.37,MM
623,D9,D9.1.10A.1,8,Ventral,Unheated,South Africa,69.88,-0.35,2.33,173.14,229.92,403.06,58.16,44671221.18,MM
624,D9,D9.1.10A.1,9,Ventral,Unheated,South Africa,106.84,0.22,3.07,307.18,410.54,717.72,85,60684055.92,MM
625,D9,D9.1.10A.1,10,Ventral,Unheated,South Africa,107.58,-0.18,2.74,301.45,332.39,633.84,85.29,64385929.99,MM
626,D9,D9.1.10A.23,1,Dorsal,Unheated,South Africa,88.7,0.29,2.61,272.03,246.01,518.04,72.56,54570153.81,MM
627,D9,D9.1.10A.23,2,Dorsal,Unheated,South Africa,87.91,-0.16,3.16,274.91,419.85,694.76,68.08,50310873.65,MM
628,D9,D9.1.10A.23,3,Dorsal,Unheated,South Africa,123.41,0.31,2.73,357.07,324.31,681.38,97.76,47143374.89,MM
629,D9,D9.1.10A.23,4,Dorsal,Unheated,South Africa,117.66,0.04,3.28,386.53,398.69,785.22,87.24,44235417.57,MM
630,D9,D9.1.10A.23,5,Dorsal,Unheated,South Africa,71.98,0.51,3.18,251.24,205,456.24,57.02,39790478.69,MM
631,D9,D9.1.10A.23,6,Ventral,Unheated,South Africa,46.48,-0.46,3.33,148.19,221.03,369.22,36.29,48132961.08,MM
632,D9,D9.1.10A.23,7,Ventral,Unheated,South Africa,86.62,-0.24,2.32,214.75,272.8,487.55,73.22,28897967.88,MM
633,I14,I14.2.16b.23,1,Dorsal,Heated,South Africa,65.61,0.41,2.49,192.53,178.73,371.26,53.57,47882334.86,MM
634,I14,I14.2.16b.23,2,Dorsal,Heated,South Africa,65.55,0.43,2.79,199.65,215.78,415.43,52.2,42976281.15,MM
635,I14,I14.2.16b.23,3,Dorsal,Heated,South Africa,39.78,-0.34,4.1,182.46,219.55,402.01,30.6,47554384.18,MM
636,I14,I14.2.16b.23,4,Dorsal,Heated,South Africa,93,0.04,2.06,245.92,326.57,572.49,79.2,47165806.54,MM
